State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Months,Temperature,Rainfall,Humidity,Sun hours
Tamil Nadu,THANJAVUR,2002,Kharif     ,Sunflower,2.944438979,3.091042453,0.773189888,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2002,Whole Year ,Banana,8.223358899,11.53297316,3.345742546,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2002,Whole Year ,Cucumber,3.295836866,0,0,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2002,Whole Year ,Dry chillies,4.025351691,3.526360525,0.470003629,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2002,Whole Year ,Mango,6.634633358,8.42398081,1.944781693,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2003,Kharif     ,Sunflower,4.762173935,5.017279837,0.829906118,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2003,Whole Year ,Banana,8.33302994,11.98568155,3.678471948,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2003,Whole Year ,Cucumber,3.218875825,0,0,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2003,Whole Year ,Dry chillies,4.234106505,3.610917913,0.424883194,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2003,Whole Year ,Mango,6.656726524,8.079927771,1.639858509,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2003,Whole Year ,Tomato,1.098612289,3.044522438,2.397895273,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2004,Kharif     ,Sunflower,5.231108617,5.293304825,0.724895879,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2004,Whole Year ,Banana,8.469052816,11.70808921,3.277683219,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2004,Whole Year ,Dry chillies,3.931825633,3.526360525,0.506817602,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2005,Kharif     ,Sunflower,4.96284463,5.176149733,0.806224325,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2005,Whole Year ,Banana,8.501470231,12.39912805,3.917939223,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2005,Whole Year ,Dry chillies,2.564949357,2.197224577,0.510825624,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2006,Whole Year ,Banana,8.37609035,12.12625533,3.773626406,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2006,Whole Year ,Dry chillies,2.890371758,2.564949357,0.534082486,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2006,Whole Year ,Sunflower,4.682131227,5.283203729,1.040903971,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2007,Whole Year ,Banana,8.343077871,12.01180198,3.694139406,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2007,Whole Year ,Dry chillies,2.197224577,1.609437912,0.405465108,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2007,Whole Year ,Sunflower,5.459585514,5.92157842,0.951558871,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2008,Whole Year ,Banana,8.338066526,12.12177214,3.806417851,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2008,Whole Year ,Dry chillies,3.044522438,2.397895273,0.405465108,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2008,Whole Year ,Sunflower,4.158883083,4.442651256,0.84729786,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2009,Whole Year ,Banana,8.189799619,11.79322787,3.630557117,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2009,Whole Year ,Dry chillies,3.135494216,2.564949357,0.435318071,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2009,Whole Year ,Sunflower,3.401197382,3.688879454,0.852211875,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2010,Kharif     ,Sunflower,2.302585093,2.48490665,0.798507696,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2011,Whole Year ,Banana,8.074960359,11.70584071,3.657323563,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2011,Whole Year ,Dry chillies,5.361292166,4.543294782,0.363725502,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2011,Whole Year ,Sunflower,2.63905733,3.218875825,1.045968555,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2012,Kharif     ,Sunflower,3.401197382,3.465735903,0.727048732,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2013,Kharif     ,Sunflower,3.218875825,3.784189634,1.026638789,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2013,Rabi       ,Sunflower,2.079441542,2.079441542,0.693147181,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2013,Whole Year ,Banana,8.063692634,11.99327539,3.949346697,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THANJAVUR,2013,Whole Year ,Dry chillies,4.382026635,3.135494216,0.245672664,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1997,Kharif     ,Banana,4.672828834,8.092239407,3.460415169,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1997,Whole Year ,Banana,5.398162702,9.269646478,3.896447794,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1997,Whole Year ,Dry chillies,3.091042453,2.397895273,0.389464767,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1997,Whole Year ,Potato,8.119100838,10.92253341,2.862532755,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1998,Whole Year ,Banana,5.384495063,9.269080867,3.909346616,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1998,Whole Year ,Dry chillies,2.302585093,1.945910149,0.510825624,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1998,Whole Year ,Potato,7.471363088,10.27460273,2.862591303,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1999,Kharif     ,Sunflower,2.833213344,2.833213344,0.693147181,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1999,Whole Year ,Banana,4.672828834,8.092239407,3.460415169,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1999,Whole Year ,Dry chillies,3.988984047,3.433987204,0.448548694,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,1999,Whole Year ,Potato,7.789868559,10.77331541,3.033199579,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2000,Kharif     ,Sunflower,2.48490665,2.48490665,0.693147181,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2000,Whole Year ,Banana,4.997212274,8.419139251,3.460407104,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2000,Whole Year ,Dry chillies,2.63905733,2.197224577,0.47957308,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2000,Whole Year ,Potato,7.165493475,10.18497548,3.06785507,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Apple,0.693147181,0,0,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Banana,6.253828812,8.915700819,2.731033881,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Beans & Mutter(Vegetable),6.212606096,0,0,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Beet Root,5.225746674,0,0,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Cabbage,6.809039306,11.00009784,4.207146932,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Carrot,7.340835554,0,0,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Cauliflower,2.564949357,0,0,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Cucumber,1.386294361,0,0,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Dry chillies,4.33073334,3.80666249,0.46163538,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Mango,3.36729583,5.135798437,1.950999219,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Peach,1.098612289,0,0,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Pear,3.044522438,0,0,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Potato,7.284820913,10.25153539,3.017524657,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Tomato,1.791759469,4.143134726,2.595254707,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Turnip,4.127134385,0,0,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Apple,0.693147181,0,0,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Banana,5.752572639,9.31551087,3.593903613,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Beans & Mutter(Vegetable),6.052089169,0,0,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Beet Root,3.988984047,0,0,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Cabbage,6.698268054,10.90490956,4.22262557,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Carrot,7.123672785,0,0,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Cauliflower,3.970291914,0,0,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Dry chillies,2.48490665,1.945910149,0.435318071,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Mango,2.944438979,4.33073334,1.642227735,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Peach,1.098612289,0,0,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Pear,2.995732274,0,0,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Potato,7.450660796,10.40595837,3.006574447,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2004,Whole Year ,Banana,6.302618976,10.04979326,3.77223354,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2004,Whole Year ,Dry chillies,2.48490665,2.079441542,0.492476485,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2004,Whole Year ,Potato,7.60638739,10.55291793,2.998167118,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2005,Whole Year ,Banana,6.418364936,10.31071777,3.914112325,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2005,Whole Year ,Dry chillies,2.397895273,1.945910149,0.470003629,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2005,Whole Year ,Potato,7.576097341,10.6908079,3.158613958,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2006,Whole Year ,Banana,6.687108608,10.66713979,3.99974574,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2006,Whole Year ,Dry chillies,2.564949357,2.197224577,0.510825624,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2006,Whole Year ,Potato,7.579678823,10.58403063,3.053195813,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2007,Whole Year ,Banana,6.628041376,10.49252344,3.886508201,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2007,Whole Year ,Dry chillies,3.135494216,2.48490665,0.405465108,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2007,Whole Year ,Potato,7.340186835,10.51821363,3.21944709,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2008,Whole Year ,Banana,6.822197391,10.61555462,3.816669204,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2008,Whole Year ,Dry chillies,2.48490665,1.945910149,0.435318071,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2008,Whole Year ,Potato,7.164720379,10.58764444,3.455745178,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2009,Whole Year ,Banana,6.970730078,10.73092521,3.784104189,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2009,Whole Year ,Dry chillies,3.17805383,2.564949357,0.419853846,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2009,Whole Year ,Potato,7.057897937,10.27732439,3.259420778,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2011,Whole Year ,Banana,6.784457063,10.56056704,3.799844282,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2011,Whole Year ,Dry chillies,1.609437912,1.098612289,0.405465108,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2011,Whole Year ,Potato,7.488293515,10.72417006,3.274966106,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2013,Kharif     ,Potato,7.002155954,10.27653277,3.31236285,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2013,Rabi       ,Potato,6.109247583,9.394909401,3.324459033,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2013,Whole Year ,Banana,6.434546519,10.15948544,3.750298162,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THE NILGIRIS,2013,Whole Year ,Dry chillies,3.135494216,1.945910149,0.241162057,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1997,Kharif     ,Banana,7.586296307,10.45163786,2.921194689,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1997,Whole Year ,Banana,8.407155086,12.61360561,4.221456518,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1997,Whole Year ,Dry chillies,5.480638923,5.198497031,0.561407368,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1997,Whole Year ,Sunflower,6.212606096,6.88857246,1.087845024,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1998,Kharif     ,Sunflower,8.14322675,8.125926803,0.684532102,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1998,Whole Year ,Banana,7.774015077,11.98026304,4.221448457,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1998,Whole Year ,Dry chillies,5.955837369,5.446737372,0.470003629,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1999,Kharif     ,Sunflower,7.866722285,8.129469765,0.833175825,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1999,Whole Year ,Banana,7.586296307,10.45163786,2.921194689,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,1999,Whole Year ,Dry chillies,6.042632834,5.802118375,0.579818495,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2000,Kharif     ,Sunflower,7.434847875,7.730174795,0.851760086,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2000,Whole Year ,Banana,7.333676396,10.19887734,2.92119183,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2000,Whole Year ,Dry chillies,5.583496309,5.398162702,0.604419065,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2000,Whole Year ,Potato,0.693147181,2.890371758,2.890371758,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2001,Kharif     ,Sunflower,5.231108617,5.484796933,0.828692673,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Kharif     ,Sunflower,5.030437921,4.882801923,0.621566377,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Banana,8.216898581,11.82628259,3.636348509,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Beans & Mutter(Vegetable),5.707110265,0,0,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Beet Root,5.529429088,0,0,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Cabbage,4.382026635,8.442038518,4.089268409,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Cauliflower,3.218875825,0,0,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Cucumber,3.218875825,0,0,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Dry chillies,5.159055299,4.644390899,0.467109271,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Grapes,7.368970402,9.972827031,2.675778996,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Mango,9.007121989,11.54010279,2.609510957,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Tomato,7.917536354,10.5793614,2.729632908,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2002,Whole Year ,Water Melon,1.791759469,0,0,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Kharif     ,Sunflower,4.912654886,5.170483995,0.831297519,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Banana,7.860570786,11.42620132,3.593881725,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Beans & Mutter(Vegetable),5.874930731,0,0,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Beet Root,5.318119994,0,0,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Cabbage,4.727387819,8.870663004,4.167633747,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Cauliflower,3.970291914,0,0,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Cucumber,3.663561646,0,0,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Dry chillies,4.852030264,4.234106505,0.428812472,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Grapes,7.443663683,10.8036489,3.394677343,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Mango,9.020026965,10.68916833,1.841839228,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Tomato,7.76937861,10.13816434,2.458605778,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2003,Whole Year ,Water Melon,3.258096538,0,0,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2004,Kharif     ,Sunflower,5.198497031,5.147494477,0.667829373,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2004,Whole Year ,Banana,7.952615112,11.70123738,3.772235025,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2004,Whole Year ,Dry chillies,5.267858159,4.86753445,0.511861357,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2005,Kharif     ,Sunflower,4.682131227,4.060443011,0.427037593,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2005,Whole Year ,Banana,8.110427238,12.00408497,3.914112168,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2005,Whole Year ,Dry chillies,4.94875989,4.521788577,0.500775288,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2006,Whole Year ,Banana,8.319473692,12.30048697,3.999742729,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2006,Whole Year ,Dry chillies,4.770684624,4.406719247,0.526093096,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2006,Whole Year ,Sunflower,4.317488114,4.912654886,1.038269159,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2007,Whole Year ,Banana,8.429017501,12.17827998,3.772733313,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2007,Whole Year ,Dry chillies,5.247024072,4.574710979,0.410742165,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2007,Whole Year ,Sunflower,4.615120517,5.075173815,0.951657876,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2008,Whole Year ,Banana,8.486115236,12.97815346,4.503375552,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2008,Whole Year ,Dry chillies,5.834810737,5.153291594,0.408393368,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2008,Whole Year ,Sunflower,4.919980926,5.204006687,0.846246888,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2009,Whole Year ,Banana,8.662158962,13.01568421,4.366473272,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2009,Whole Year ,Dry chillies,6.03068526,5.407171771,0.428491135,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2009,Whole Year ,Potato,1.098612289,3.63758616,2.970414466,March,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2009,Whole Year ,Sunflower,4.043051268,4.317488114,0.84218276,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2010,Kharif     ,Sunflower,4.836281907,5.023880521,0.792087128,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2011,Whole Year ,Banana,8.660080679,13.02531709,4.37803698,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2011,Whole Year ,Dry chillies,6.102558595,5.278114659,0.362710505,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2011,Whole Year ,Sunflower,4.304065093,4.8978398,1.037416728,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2012,Kharif     ,Sunflower,5.602118821,5.894402834,0.850467435,October,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2013,Kharif     ,Sunflower,4.17438727,4.762173935,1.034073768,September,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2013,Rabi       ,Sunflower,1.098612289,1.098612289,0.693147181,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2013,Whole Year ,Banana,8.699014623,12.89534985,4.211435539,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THENI,2013,Whole Year ,Dry chillies,5.602118821,4.317488114,0.242219698,February,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1997,Kharif     ,Banana,8.627481545,11.65828043,3.078109437,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1997,Whole Year ,Banana,7.022868086,10.8982382,3.896759925,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1997,Whole Year ,Dry chillies,6.941190055,7.030857476,0.739028957,July,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1997,Whole Year ,Sunflower,5.416100402,5.303304908,0.638087403,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1998,Kharif     ,Sunflower,4.727387819,4.709530201,0.684178511,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1998,Whole Year ,Banana,6.617402978,10.26378094,3.673398799,May,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1998,Whole Year ,Dry chillies,6.674561392,6.165417854,0.470319635,June,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1999,Kharif     ,Sunflower,2.708050201,2.708050201,0.693147181,August,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1999,Whole Year ,Banana,8.627481545,11.65828043,3.078109437,November,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,1999,Whole Year ,Dry chillies,6.626717749,6.900730664,0.839690368,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,2000,Kharif     ,Sunflower,2.397895273,2.397895273,0.693147181,April,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,2000,Whole Year ,Banana,6.49375384,9.523251498,3.078080015,December,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,2000,Whole Year ,Dry chillies,6.568077911,6.97354302,0.916571986,January,5.081265151,0.006009385,2.255553986,2.998331192
Tamil Nadu,THIRUVALLUR,2002,Kharif     ,Sunflower,1.791759469,1.945910149,0.78845736,March,5.081265151,0.006009385,2.255553986,2.998331192
